,ItemID,sentiment,SentimentSource,text
976410,976426,0,Sentiment140,@lbenitez Hopefully.... Good luck getting here! It's been that kind of a travel day. 
198142,198155,1,Sentiment140,@Ilkee oh my gosh! too much time! send us a smoke signal so we know you're alive 
680645,680661,1,Sentiment140,@CassieLovesU Yeah... lol. I've slept... but I'm up and excited to have uploaded THE SINGLE!!!  GO LISTEN: www.myspace.com/fdmonline ;-)
67629,67642,0,Sentiment140,@brooklynlovee nope no facebook yet 
1537448,1537464,1,Sentiment140,"spray painted tshirts, swings, bouncy things, wii and mollys soccer game with sammy "
1365198,1365214,0,Sentiment140,60 mins is heartbreaking tonight 
1121321,1121337,1,Sentiment140,"ohh baby, the rain won't stop; but i don't care as long as you're there with me~ &lt;--lyrics from my head. LOL Shall i write a song? "
258171,258184,0,Sentiment140,@jamese we wanted to do that for mercs 2 but had to cut it very early on.  
1108133,1108149,0,Sentiment140,"PPP soon, I won't be here to watch it though  I'll watch it when I'm home laterr"
240449,240462,1,Sentiment140,@honorsociety aw... it looks really comfy 
1239284,1239300,1,Sentiment140,@sleep_til_noon yikes! go watch the bird attack random people - that'll make it better. 
579637,579653,1,Sentiment140,"@alexcashcash the joys of time difference, perhaps? "
678921,678937,0,Sentiment140,Fun Friday night planned...... Spent at work 
1513862,1513878,1,Sentiment140,Ok...I have no idea how to respond @Brianna 
1409344,1409360,0,Sentiment140,Going to bed. . . Ima get less than two hrs tonight 
91756,91769,1,Sentiment140,@ColeDavid not at the moment but we have a nice lineup for later  A little Nebbiolo happiness in the near future 
535329,535342,0,Sentiment140,Am seriously considering going back to bed. I think I am broken 
904466,904482,0,Sentiment140,I think I took a paracetamol over dose so I'm finding it hard to sleep 
749554,749570,1,Sentiment140,"@Domou Yeah, I did find them.  &amp; the scarecrow too. ^.^"
280597,280610,1,Sentiment140,@lightninglychee I'm totally going to take that mindset for the rest of the day. Thank you 
941547,941563,1,Sentiment140,is gettin the drinks 
370064,370077,1,Sentiment140,@PerezHilton that was funny 
1182596,1182612,0,Sentiment140,@richard4481 I'd need to go to the garage for money tho still. 
1030347,1030363,1,Sentiment140,@Makbook Awwww D=  Lies you have soooo much more brain power than I do 
1181703,1181719,0,Sentiment140,sad cause her roomie is leaving for 8 weeks 
658565,658581,0,Sentiment140,coffee but no cream 
1075042,1075058,0,Sentiment140,"@mitchelmusso I'm so sad I missed your calling time, I got home from practice too late "
949082,949098,0,Sentiment140,I'm tracking calories again starting tomorrow. I've been slacking 
325734,325747,0,Sentiment140,@MoodleDan mmmm we're all xp on the network 
291679,291692,0,Sentiment140,@lyricsmode_com ahhh yea i don't know how to do one of those or where to send them hahaha i'm a mess with legal stuff 
454840,454853,0,Sentiment140,@stoopidchelsea sorry that you're angsty.  hope you feel better soon!
1098419,1098435,0,Sentiment140,"not feeling so good. throat is burnin, blehhhh "
65976,65989,0,Sentiment140,"@bleszed you guys are never at home, and when I call the answering machine comes on after the first ring sometimes! "
268505,268518,1,Sentiment140,"@Lemlina he does, I watched the Angus Skandal Episode today, Paul was very funny, but it was very painful to watch "
352649,352662,1,Sentiment140,@maynaseric i always support my fellow SG twitlings. I will check out the link in a while. Thx for e info. 
1371338,1371354,0,Sentiment140,"And the fact that some people were supposed to HELP ME with a COVER LETTER. But seriously, you both flaked on me?! I'm honestly shocked. "
413740,413753,1,Sentiment140,@sandieb321  Parmijama.lol.I don't know how to spell something I never order.lol 
557617,557633,1,Sentiment140,At the @drakkardnoir concert! I hope @SongzYuuup makes a guest appearance 
1509511,1509527,0,Sentiment140,Of to work I go...it sucks that I'm going to miss Nintendo's conference 
293399,293412,1,Sentiment140,@MafaeB happy 9th month to a beautiful baby girl Nicci! 
260821,260834,0,Sentiment140,@kimmy_who parents don't approve of putting holes in ears 
445496,445509,0,Sentiment140,@souljaboytellem in my bed.. upset.. going thru life's issues.. 
420862,420875,1,Sentiment140,@sk8brdjade idk i jus do  y u ask dat?
500762,500775,0,Sentiment140,@tootise86  i really wanted twitter to be close today lol
334738,334751,0,Sentiment140,@level140roblox lol I'm graduating grade eight. My theme is Las Vegas 
642893,642909,1,Sentiment140,@bigsis222 im thankful to twitter that I can follow you here... I think you're superbly great! 
297416,297429,0,Sentiment140,@mattfromseattle booooooo  I'm crying now.
87299,87312,1,Sentiment140,@avenuegirl Found you through @MrTweet. Thanks for following me. I look forward to your updates! Have a great Tuesday 
1276870,1276886,0,Sentiment140,"Thought it was later then it really.   Was thinking that it's somewhere around 3 in the morning, but it's only 1:45.     Why am I tired!"
1544136,1544152,0,Sentiment140,"The birds are out,, oh man... That's NOT cool &amp;&amp; I didn't sleep yet for the night!!! "
189579,189592,1,Sentiment140,@eriktreble  i love u just for saying that  we have the super short end o the stick when it comes to mommy nature lol  miss u love 
1256885,1256901,1,Sentiment140,This day is going very very awesome. Good news makes my toes wiggle. 
1381297,1381313,1,Sentiment140,Bong! That LOL  by @songzyuuup Is On 107.9...Take That Haters!!!
198653,198666,0,Sentiment140,@ILuvMyiPhone88 lol but this just happend when the power went out my fridge got hot  and so did the melon and i stunk so bad omgomgogmogm
405964,405977,1,Sentiment140,@sagebrennan the ones that bite when you get near them? Fire the address away! 
1442171,1442187,1,Sentiment140,i have no idea what im doing and i am completely lost. 
1364710,1364726,0,Sentiment140,33 precious minutes with my one and only then no more til tomorrow 
894667,894683,1,Sentiment140,I never get sick worrying about exams... except for now!! ahhhhhhh 
754872,754888,1,Sentiment140,@drpeppered you are welcome. Always happy to help people learn more about comics. 
1395994,1396010,0,Sentiment140,"Dropped our little baby off at nursery, mums back to work . The girls are gone  The house feels weird today."
1439826,1439842,0,Sentiment140,I got to the 2nd boss in Final Fantasy IV. It killed me though 
1365657,1365673,1,Sentiment140,a dog going for a walk sees a shark - your insane 
1187404,1187420,1,Sentiment140,Scary moment of the day: my laptop almost falling off of my bed...and into a bowl of ice cream 
1103942,1103958,1,Sentiment140,@natalieridout diversity dersrved to win 
359632,359645,0,Sentiment140,@ohhhleann i hope talking helped.. im sorry if it didnt  sometimes i suck at talks
1116646,1116662,1,Sentiment140,@nikhatter that's preposterous! 
250365,250378,1,Sentiment140,@Infallible_Love hope you get better. Drink orange juice it helps the immune system 
1237561,1237577,0,Sentiment140,The Blues Lost!!!  Shattered.
1264915,1264931,0,Sentiment140,"To tell you all the truth, I've just woken up. It's like all my alarms didn't work today. My shoulder is feeling squished "
768844,768860,0,Sentiment140,Hey @souljaboytellem I DONT KNOW   (souljaboytellem live &gt; http://ustre.am/2UhS)
1496830,1496846,0,Sentiment140,"Morning all. What a dull, wet, yucky morning "
1429765,1429781,1,Sentiment140,How y'all doing?  just woke up..
1210157,1210173,1,Sentiment140,some ppl never know when to give up lol i don`t know ppl should levae me alone right now aaahhhhh lol 
704755,704771,1,Sentiment140,everyone get #buckonellen one of the topic things! 
1481293,1481309,1,Sentiment140,Just got to our hotel for the night. Sooo glad to be out of the car.  SC tomorroww!!
1383009,1383025,0,Sentiment140,Bubble Wrap ... cant stand it!! dont wanna cry  !!! buy cant either turn it off :/
841404,841420,1,Sentiment140,I am gettin ready 2 go owt on t p**s agen lol  Ne1 wana Join me.........................?  X
850650,850666,1,Sentiment140,i can breathe a sigh of relief 
652300,652316,1,Sentiment140,"Can't believe oak ridge schools are still in session think week, that sucks really bad.  Good thing they didn't do that when I was there "
1402152,1402168,0,Sentiment140,finally not internet deprived anymore. at the library. i miss my laptop 
1288438,1288454,0,Sentiment140,Up at 3 am for the 4th night in a row. Fuck my life.   Giants lost btw... 
1010884,1010900,0,Sentiment140,"Just woke up and I have to go to work, I'm still on Hawaii time  and I'm waisting my days."
289608,289621,0,Sentiment140,@Makaio8688 niceee lol I am trying to get into the phone lines there 
1198333,1198349,0,Sentiment140,Slacking at macs now  so tired.
214953,214966,0,Sentiment140,@Jaxxienav Yeah I will probably get another one soon. gotta go and get another iphone today...they keep giving me duff models 
1099333,1099349,1,Sentiment140,Pancake Pantry with the fam! 
1441068,1441084,0,Sentiment140,"I hate the couple in front of me, they're eating fried chicken! "
1141146,1141162,0,Sentiment140,Sitting here....can't sleep....really sad about the new house that everyone likes but me.  
1358010,1358026,1,Sentiment140,www.weloveyoumore.com &lt;- please leave a message for michael jackson to support and show your love!!! thx 
471312,471325,0,Sentiment140,@UberTumbleweed Emoticon'd.  
1359886,1359902,1,Sentiment140,@yeahisawsparks you're gonna come over tomorrow and we shall get the low down on this chris situation. 
1148350,1148366,0,Sentiment140,so many things to do 
644952,644968,0,Sentiment140,Driving to langley. And my ipod died 
113937,113950,1,Sentiment140,@ddlovato  good morning honn oh ill will sent some thing to your hyves page  GOD BLESS  love YOur BuD Alex
640334,640350,0,Sentiment140,doing math hw lameeeee 
444787,444800,0,Sentiment140,"@SophieBeard can i complain  haha, i have 2hr-film + 1.30 film re sit and theatre; 2hr 30mins. kill me :/ xo"
1259461,1259477,1,Sentiment140,The puppy is sleeping on my lap  How cute.
201308,201321,1,Sentiment140,@immanuella thanks to u yg meluangkan wkt sbntr utk diriku hehehe. hope u hv a wonderful weekend 
1494388,1494404,1,Sentiment140,Mercer County summer league game tonight  Hope the weather stays nice
1450969,1450985,0,Sentiment140,i think im grounded but im not sure?? 
1185325,1185341,0,Sentiment140,sat in college bored as usual 
1137638,1137654,0,Sentiment140,@PARKJISUNG very bleak. donna is fake yhihf 
1519257,1519273,1,Sentiment140,Packing for WDW!! YAY!!! I leave tomorrow 
1077046,1077062,0,Sentiment140,My battery in my car died idk what to do??? Or where to get jumper cables  this woulddd happen to meeee
496495,496508,0,Sentiment140,"@xsparkage That sucks, hainous. If he's anywhere near the Midwest though, these thunderstorms are KILLING out here. "
430700,430713,1,Sentiment140,@sharonhayes My personal mission for 2009: see how many people a day I can share a smile with  &lt; 
399970,399983,0,Sentiment140,@nickjonas when are the australian tour dates going up? or are we being left out?   ily &lt;3.
1351597,1351613,0,Sentiment140,Woke up early for prototype. Still don't have a driver's license  I had to figure out a ride-Kati's taking me &amp; Jenna's bringin me home 
691105,691121,0,Sentiment140,don't ask my why i have a new account...it's cuz twitter is LAME and my old one got deleted somehow.  wah wah wah 
1155599,1155615,0,Sentiment140,someone take me to LA  I NEED TO SEE THE LEMON TREE
899601,899617,1,Sentiment140,@JonathanRKnight : What are you going to do today ? Have a nice day Jonathan. Love from Your Dearest Potatoe 
57109,57122,1,Sentiment140,@Bass1980 Malachi! 
209700,209713,1,Sentiment140,"@jackalltimelow wow, just noticed you changed your background. what is it? junkfood?? "
468713,468726,1,Sentiment140,"@taylorswift13 True love gives us hope.To find that 1 person who will always be there for you, no matter what. You'll find him, I promise "
70446,70459,0,Sentiment140,@breglez i cant see what the paper says 
853035,853051,1,Sentiment140,I 'pimped' my twitter page during short break in thesis-writing 
610669,610685,1,Sentiment140,Artwork for the single is now up  woooot woooot!!!
1338452,1338468,1,Sentiment140,@vict0riaL some turtle lovin'? 
57025,57038,1,Sentiment140,@Barush3 shit! what aobut me? he? 
391254,391267,0,Sentiment140,@MzGennyBaby314 text me ur number wen u can.. i had to get another phone so now i gotta rebuild 
602683,602699,0,Sentiment140,can't find my wetsuit or kiteboard  when and where did I use last time? Koh Chang thailand... 4months ago
1395044,1395060,1,Sentiment140,Don't play games with people who have been playing them for like the past 6 years  MeaNmean.Mean
1180857,1180873,1,Sentiment140,Thank GOD!!!! So nice out and I have off work! 
1342186,1342202,1,Sentiment140,Will the &quot;Master Chef&quot; judges end up on &quot;The Biggest Loser&quot; after the show ends? There is so much food they have to eat 
1472494,1472510,0,Sentiment140,is... wanting someone like crazy... lol... and they had to go  AHHH!!
1522675,1522691,0,Sentiment140,Prom tomorrow! Without maryss 
1241938,1241954,0,Sentiment140,very upset had tickets to THE VIEW for Wednesday and can't go..  
1163499,1163515,1,Sentiment140,"Still can't belive that @JesseMcCartney  is following me  Oh,im his biggest fan,and hes my favorite singer,actor,song writer,everything &lt;3"
1237634,1237650,1,Sentiment140,"The By Your Side song you did with Malik Yusef is really BEAUTIFUL, your vocals are amazing - @DavidJourdren made me listen to the song! "
1385618,1385634,1,Sentiment140,can't update my twitter.... I'll be in my hometown  will be back soon...!
1267143,1267159,1,Sentiment140,"@sunrisesister i know i started knitting it and then had to stop, make more stitch markers and continue "
794200,794216,0,Sentiment140,i always ruin things 
389292,389305,1,Sentiment140,@Raznwlvs Thank you for posting pics of the wolves! they are amazing!  
775953,775969,1,Sentiment140,http://twitpic.com/7g5u4 - Had fun doin my Get Money Girl day out! $aw a movie...in my summer dress 
481548,481561,0,Sentiment140,@willameda my update didn't work this morning (since found out.. not my fault).. and then driving into work my fkn car died 
958975,958991,0,Sentiment140,"just had a grilled chicken salad that was rediculously oversized, now back to the office "
1205869,1205885,1,Sentiment140,Thx for the follow! 
1249816,1249832,0,Sentiment140,@sporkhead i still think little kings is rubbish tho. 3 hours total play time ive clocked up from day 1 so far 
525491,525504,0,Sentiment140,@WilliamHStrafe And me...don't feel bad. 
1281565,1281581,0,Sentiment140,Ugh that walmart was so hot and white  is it wrong that I can see how people become agoraphobics?
938612,938628,0,Sentiment140,"JJEEEEZZ , no tweets for mcfly  x x"
828593,828609,0,Sentiment140,Hope that tethering works with Vodafone after upgrade to iPhone OS 3 on 17th. Internet troubles at home for 5-10 days approx 
1313401,1313417,1,Sentiment140,Visit my sister's #etsy shop  http://bit.ly/qRP1f  and buy something! She makes cute little windowsill herb pots 
1563631,1563647,1,Sentiment140,"we can always do dnr soon  and i'm fine with the, um, bombardment. haha! btw was listening to lucky (the original) and feel like jamming!"
113020,113033,1,Sentiment140,@brentbolthouse Owww. That looks really painful. I hope you get better soon 
837693,837709,0,Sentiment140,"Husband busted me on the nose while we were sleeping! WTH, man?! Owie  Having trouble going back to sleep. He looks peaceful tho... punk."
469803,469816,1,Sentiment140,"@twinbush not sure, but send us more info support AT adaptiveblue.com and we'll figure things out asap  thanks for the heads up."
1070135,1070151,0,Sentiment140,"@missbadspeller it's not lookin real good at the mo buddy, i'm watching delayed but people have given away the future "
1352948,1352964,1,Sentiment140,"@wynchester76 It looks really pretty, though.  I think it suits you!!  "
1553709,1553725,0,Sentiment140,"trying to watch a movie, but it's not working "
82299,82312,1,Sentiment140,@ChelseaHatherly - LOL... I'm Not Going On The Radio! XD I'm Just Tuning In...  but on the topic of Mum...
828808,828824,0,Sentiment140,hopefully this works my phone still messd up bae so dont think im ignoring you and me and my momma got into it 
762410,762426,0,Sentiment140,Have just cancelled the premiere of Dark Glass  It just wasn't going well. Maybe heading for recycling! 'Benllech Shells' instead then!
752423,752439,1,Sentiment140,hey y'all! i'm back from the university! good day  wanna party tonight?
1369412,1369428,1,Sentiment140,all this time how could you not know YOU belong with ME?  &lt;3&lt;3&lt;3
710756,710772,0,Sentiment140,Going crazy for not getting any update... 
255698,255711,0,Sentiment140,@itsTyraB sooo how about I aimed u wen u did finally come on which u kept yo word  u didn't reply hmms ? But I c how it is lol  :-*
1178111,1178127,1,Sentiment140,@Rhispect LOL thx 
1351721,1351737,0,Sentiment140,Woke up this morning with huge chills and just went and threw up 
1494796,1494812,0,Sentiment140,"MIND THE WEATHER AND I'M STUCK INSIDE  want to go out so bad, maries tonight but "
1043181,1043197,0,Sentiment140,No paddle today...weather won't cooperate. Was hoping to get the Burn out on the water for the first time. 
656862,656878,1,Sentiment140,cereal tastes the best at twelve thirty in the afternoon. 
909001,909017,0,Sentiment140,is craving ice cream 
1200645,1200661,0,Sentiment140,Think I just crashed my VM 
1004342,1004358,1,Sentiment140,Just bought 2 pairs of ear rings. A belt. Body spray (axe) n gave a bum 2 dollars cause they asked. See how nice I am 
937127,937143,0,Sentiment140,"I'm probably going to try and sell the m-audio, which slightly breaks my heart "
690893,690909,0,Sentiment140,fridays are meant to b fun 
1191062,1191078,1,Sentiment140,See GalunggongExpress.  http://galunggongexpress.blogspot.com
1255240,1255256,1,Sentiment140,thinking of him... i cant wait to see him today! 
1443126,1443142,0,Sentiment140,I hope siobanna's in school today... I miss her 
1186331,1186347,0,Sentiment140,says gosh.....missing you  http://plurk.com/p/11h3b9
847611,847627,1,Sentiment140,I love when people talk shit 
49164,49177,1,Sentiment140,@ashleybella @bealove i know  told you i would work it out
368903,368916,1,Sentiment140,"@PeachyPictures sounds fun, I'd usually ask a friend to help, but i guess, its time I learn to make it on my own "
1533302,1533318,1,Sentiment140,So glad that my bestie's back in town. 
1002464,1002480,1,Sentiment140,@LizardBreaths haha they are all the best!of course! 
918807,918823,0,Sentiment140,I wish a job would magically appear for me in North Carolina. 
635598,635614,0,Sentiment140,dodgers lost  its late....im bored. =/
1199646,1199662,1,Sentiment140,Sleepingggg  Happy Birthday Michelle Saavedra I freaking love you &lt;33
1574061,1574077,1,Sentiment140,would have loved to have seen @jeremywright 's presentation on WPMU. is it online yet?  #wcchicago
654552,654568,1,Sentiment140,"faded with the boys, just like old times.   beer run? i want to try it.. what do you think?"
942474,942490,0,Sentiment140,"i'm SO fucking tired i want to die. I think I have adrenal exhaustion. I've had it since surgery, I've not been well since February "
1272887,1272903,0,Sentiment140,Where did d weekend go? Can some1 please tell me.. 
1126487,1126503,0,Sentiment140,@nzmovieguy I'm not! I never got invited  lol
1475459,1475475,0,Sentiment140,Its seriously quiet and lonely here without Bunny 
1078066,1078082,0,Sentiment140,My rums! I think my daddy drank it. 
1364944,1364960,0,Sentiment140,45 mins more 
263067,263080,0,Sentiment140,@kittyglampants Aw  I'm working at Fat Shannon's tonight  you guys have fun though
714982,714998,0,Sentiment140,@crowdedangels yeah  she had a lung infection that was spreading to the rest of her organs. she died in the night  thanks hun 
1075002,1075018,1,Sentiment140,@mitchelmusso I love that a &quot;&quot; is in the video =D 
462689,462702,1,Sentiment140,@tonfue It's called SLEEP! And food. And relaxation. The trifecta's pretty important. 
718190,718206,0,Sentiment140,Going to the doctors 
825294,825310,1,Sentiment140,"I HAVE COME 2 THA CONCLUSION DAT  I HAVE 2 STOP WATCHIN NOTORIOUS,EVRYTIME I WATCH IT I GO LIL KIM CRAZY "
1450680,1450696,0,Sentiment140,I think I lost all my pics off my phone 
571360,571376,1,Sentiment140,back on computer. better weather and a better day it seems. 
369503,369516,1,Sentiment140,"@Pensm Aw, congratulations! I loooooooooove Stratford-Upon-Avon. Hope the weather was kind to you. "
902971,902987,0,Sentiment140,In need of a hug...just heard some sad new...R.I.P Uncle Pete 
926358,926374,0,Sentiment140,is wanting to go to mandarine!! 
256069,256082,1,Sentiment140,@IvanaF Right now it is 5:07am.  Ugghhh. 
1051528,1051544,0,Sentiment140,nothin' to watch. 
1005544,1005560,0,Sentiment140,Just did my math exam and I think that I did horible but now I have business and more math 
746468,746484,0,Sentiment140,Get cape. wear cape. fly.  gets me every times. 
810417,810433,0,Sentiment140,I had only a bagel with cream cheese and a frappuccino today 
592151,592167,0,Sentiment140,All eastbound main lanes on I10 at Camp Bullis are being shut down so Airlife can land at a rollover crash-per PD and EMS  (via @mmondo) 
1119677,1119693,0,Sentiment140,Ripley hurt himself again. Hope it's only a bumped front leg... 
134094,134107,1,Sentiment140,@cmpinky61 well not exactly the same but it is in the ballpark 
958755,958771,0,Sentiment140,@kshadows99 I want M&amp;Ms  I want food.
487224,487237,1,Sentiment140,"@SharonHayes Well, my dear, glad I could make you laugh!  And we are all friends here that have not met yet, right? LoL"
639830,639846,0,Sentiment140,Buffalo Tom was a really good band 
52930,52943,0,Sentiment140,@AsusUK so unfair not open to Ireland 
591632,591648,0,Sentiment140,aww poor derek  dont be mad cause im smarter than u ;P
341391,341404,0,Sentiment140,"@NathanaelB I wish I could give him more attention, poor baby is stuck out back with the crazy scary dog so I can't go pat him "
190089,190102,1,Sentiment140,@HotFish @missattitude it's almost May june is right around the corner!  
1202729,1202745,1,Sentiment140,This how I spend my Sundays  http://twitpic.com/6cc0q
1350453,1350469,1,Sentiment140,"@whoners  why dont you just watch a video of someone riding a bike, that way you wont have to get your lazy ass up out the house. "
1420305,1420321,1,Sentiment140,Happy mother's day!!! 
653758,653774,1,Sentiment140,Done with revision for today 
1086602,1086618,0,Sentiment140,@mrjimBob She's not coming down until May 4th now 
715835,715851,1,Sentiment140,@Cyhwuhx LOL  That's a better way to put it haha...
1174583,1174599,0,Sentiment140,Really.... Bad.... Sushi...... I hurt so bad..... I'll be spending the night in the restroom... Kill me now.... 
1249145,1249161,1,Sentiment140,@spaaam just asking 
746116,746132,1,Sentiment140,generators = best invention ever! : generators = best invention ever!  http://tinyurl.com/nhyeja
1574417,1574433,0,Sentiment140,wow let me board now. I want to leave  and @PPPPOKER_
727545,727561,0,Sentiment140,good night world tomorrows gonna be a tuff day 
1016678,1016694,0,Sentiment140,last day of school......hhh 
108620,108633,0,Sentiment140,"@Danthol Yeah, I know.    It's been tough; our schedule's completely thrown off the last few wks.  Really hoping to record this week."
464328,464341,1,Sentiment140,"@TPolley Good morning, the fishies seem happy and content "
1410739,1410755,1,Sentiment140,going to volleyball later! whoooop go the flashh 
541396,541412,0,Sentiment140,&amp; now my kettle is broken.. . boiling kettle the old fashion wayyyy 
518992,519005,1,Sentiment140,@verwon I bet you did gurl! I used to manage bands many moons ago and I still miss dat! 
731158,731174,1,Sentiment140,@debworks definitely excited about #levywedding but have 2 weeks worth of work to do in about 3 
662586,662602,0,Sentiment140,Feeling Lonely ?????????????????? Quien Me Quiere ??? ????????????Busco Oso!! Oh Well 
1044257,1044273,1,Sentiment140,Listening To Crara!!!!! 
132872,132885,0,Sentiment140,@DonnieWahlberg night night xoxo got a long drive tomorrow 8 hrs back to Florida  missing you guys!! Xoxo
1518352,1518368,1,Sentiment140,orlando bloom is sooo amazing ??????? love his short hair 
1435127,1435143,0,Sentiment140,I am without a car right now  hopefully I'll get it back after work. And I hate winter weather when it's suppose to be spring.
199705,199718,1,Sentiment140,@fluffled haha this is so true and my weather forecast would have come true  - http://twitpic.com/5xbu1
283778,283791,0,Sentiment140,@luke2177 He ripped my Hawks and kept telling everyone about it. Unstoppable! Great to watch....hard to take! 
1182379,1182395,1,Sentiment140,"Thanks Tweeps @avmaster @sherishambles @stevey88 @ChinaBlue79 and @moviegrrl Have a great weekend, I'm off to get hungover! Peace "
372676,372689,0,Sentiment140,@MissyB76 I feel the same.  I have so much fat on my legs you could make two Roseannes outta me.    And I'm only 18...
1173626,1173642,0,Sentiment140,Sunburn hurts! 
266177,266190,0,Sentiment140,@kPolo lol all oveer the net you mean all over atlanta you havnt even seen my new place yet 
192697,192710,0,Sentiment140,"@iamdiddy DK is all I can think about these last few days!Those 5 women affected me. wont be the same again, even if there is another DK. "
862787,862803,0,Sentiment140,I feel so bad... I'm not guilty 
143560,143573,0,Sentiment140,@cuethedanger I knew I was gunna get a parking ticket at your house 
1101652,1101668,0,Sentiment140,"nothing at all, bummed i have to leave the sis tomorrow morning "
1409970,1409986,1,Sentiment140,Going to my cousins debut. Im a rose 
166155,166168,1,Sentiment140,@funimation so when will the next part of school rumble be out  please tell me cuz @_MAXWELL_ wont FEED ME so i need something
1517443,1517459,1,Sentiment140,Only 12 more days til i go to Florida! 
1410734,1410750,1,Sentiment140,Going to visit Grandma. Catch y'all soon 
1044233,1044249,1,Sentiment140,Nobody is saying goodnight to me - I didn't mean to call you faggats soz 
1305321,1305337,0,Sentiment140,"watching the day break. Sky looks overcast, so...weatherman's prediction of rain is probably correct! "
1010156,1010172,1,Sentiment140,just watched McFly and the Jonas brothers singing Star Gril it was really good 
555880,555896,1,Sentiment140,@__earth This is true. 
1577830,1577846,0,Sentiment140,"You can't beat #Wellington on a good day, but you certainly can beat it on a bad day!! It's cold, hailing, winding and raining "
1548220,1548236,0,Sentiment140,This hot humid air is really doing a number on my dad. Not doing well tonight 
1015386,1015402,1,Sentiment140,My computer is back in business 
1134283,1134299,0,Sentiment140,shit! i can't talk with pete wentz!! fuck fuck!! i want to die!! 
829374,829390,0,Sentiment140,I havnt seen any slices of my kind of heaven anywhere recently 
43259,43272,1,Sentiment140,"@Angelooooo MMMMMM! i will , nxt time im in sthlm!  sounds like heaven.."
23491,23504,1,Sentiment140,"@12thplanet I wish I was going, my fave party on the eastside  have a blast! my girlies will be dancing to ya!"
1318656,1318672,0,Sentiment140,Warren and Hannah are dead ... oh my godd!! Seriousslyyy this is a tragidy ! 
1563543,1563559,0,Sentiment140,We are at Wright's Dairy Farm...  I REALLY want coffee milk! 
775327,775343,1,Sentiment140,"Hmm. Code works 100%. But the way I intended it, it should have crashed with that last test run.  Darn, now I need to know why it works!"
1491026,1491042,0,Sentiment140,"Loud music in the street. *hate* (And concentrating on something becomes an impossible task, of course.)    #fb"
755790,755806,1,Sentiment140,has had a huge burden lifted from his shoulders. We'll see happens now 
458397,458410,0,Sentiment140,@timmninety146 hey Lisa said she's crying and you need to bring her a cig 
664062,664078,1,Sentiment140,Fersen started @ 9:34 finished @ 10:31! &amp; then he stayed till 11:36!!! MDR 
767561,767577,1,Sentiment140,@elijahsipin when ? 
782716,782732,1,Sentiment140,grillin up some shicken! spent preety much all day at the beach 
877487,877503,1,Sentiment140,@Jenocide312 Welcome my dear... and it's about damn time! 
1118447,1118463,0,Sentiment140,Off to work woop woop. Children getting shots today... that's going to be sad 
1517673,1517689,1,Sentiment140,Only three weeks until the WWE are in Brisbane!!  
365537,365550,1,Sentiment140,@paramoreband ive not dyed it iv got red hair anyway  its just not as vibrant and i like josh 
1490194,1490210,1,Sentiment140,"Looking for myself in the left-field stands during Game 3 of the 1980 NLCS, the Astros' first playoff win ever!   I LOVE the MLB Network!"
401,402,1,Sentiment140,"- 20 chicken mcnuggets, 2 double cheeseburgers, large fries, and a lemonade for dinner. Why you may ask? Because I hate my body. "
1159481,1159497,1,Sentiment140,"@prisofreedom you bet I will.  but I mean, not JUST for you. HEHEHEE,"
94600,94613,1,Sentiment140,@Courtneeeyjade  i loveyouuuuu 
721329,721345,0,Sentiment140,"@danperron It was frozen, I needed to   and it totally worked."
24114,24127,1,Sentiment140,@1sweetwhirl what concert? (via @DavidKirlew)&lt;&lt;&lt;----DMB BABY!! 2morrow 2! 
29177,29190,1,Sentiment140,@Achimberg It's not about having money - it's about giving the illusion of having money. Then you can live for free 
281987,282000,1,Sentiment140,"@lovin_syl nice, i havent eaten cereal in years! haha.... they look yummy tho "
263289,263302,1,Sentiment140,"@JayveeeeeM my bad bopper, you changed your twitter pic back to your artificially enhanced bopper portrait. lolz, gg. hahah jk its cute "
468730,468743,1,Sentiment140,@taylorswift13 You met my daddy today  haahahaha
915257,915273,1,Sentiment140,I'm still here yay!! 
828945,828961,1,Sentiment140,hopes she'll text me in the morning 
840050,840066,0,Sentiment140,"i just signed a petition to save 'samantha who'. i love that show, dont understand why it got canceled  http://bit.ly/PwUTa"
1134921,1134937,1,Sentiment140,"shops, shops, shops "
1447372,1447388,0,Sentiment140,I miss the stars.  xoxo M
123954,123967,1,Sentiment140,@DianaRichter wow!  way to go!  my hubby loves P90X.  
670013,670029,0,Sentiment140,FML. I feel so nauseous right now. 
712465,712481,0,Sentiment140,great its raining.  No photos today.  
313367,313380,1,Sentiment140,"@MiiSHH oh ok cool, well yeah I'll hit U up on that then! "
813137,813153,0,Sentiment140,"I feel really bad fo poor big blue   He doesnt deserve to be totalled.  He was a good truck, and will always have a place in my heart &lt;3"
1119686,1119702,0,Sentiment140,"rise &amp; shine, seems the second element is missing  anyways, gonna be a jampacked day today."
145215,145228,1,Sentiment140,@dadned I love naps! Mommies just always get 2 take advantage of that little luxury! 
1530789,1530805,1,Sentiment140,"Si me gust?????? Angels and Demons, palomera como The Da Vinci Code.. "
1044764,1044780,1,Sentiment140,meeeow  byebye paint mah roooom with allisooooon!
1224422,1224438,1,Sentiment140,SUJU cheers me up 
620509,620525,1,Sentiment140,Ayoo every1 follow @prettymsp she got me in her main pic .. U can't see my face ... But I got $850 on my neck  haha
